journal,issn,category_publindex,year_publindex
ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392; 1930-3815,A1,Agosto 2023 - Diciembre 2023
ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686; 1873-3727,A1,Agosto 2023 - Diciembre 2023
ADVANCES IN MATHEMATICS,0001-8708; 1090-2082,A1,Agosto 2023 - Diciembre 2023
ADVANCES IN PHYSICS,0001-8732; 1460-6976,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF VOCATIONAL BEHAVIOR,0001-8791; 1095-9084,A1,Agosto 2023 - Diciembre 2023
AFRICA,0001-9720; 1750-0184,A1,Agosto 2023 - Diciembre 2023
AFRICAN AFFAIRS,0001-9909; 1468-2621,A1,Agosto 2023 - Diciembre 2023
AFRICAN STUDIES,0002-0184; 1469-2872,A1,Agosto 2023 - Diciembre 2023
AFRICAN STUDIES REVIEW,0002-0206; 1555-2462,A1,Agosto 2023 - Diciembre 2023
AFRICA SPECTRUM,0002-0397; 1868-6869,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF NURSING ADMINISTRATION,0002-0443; 1539-0721,A1,Agosto 2023 - Diciembre 2023
AGE AND AGEING,0002-0729; 1468-2834,A1,Agosto 2023 - Diciembre 2023
AGRICULTURAL HISTORY,0002-1482; 1533-8290,A1,Agosto 2023 - Diciembre 2023
AGRONOMY JOURNAL,0002-1962; 1435-0645,A1,Agosto 2023 - Diciembre 2023
ALDRICHIMICA ACTA,0002-5100,A1,Agosto 2023 - Diciembre 2023
ALGEBRA AND LOGIC,0002-5232; 1573-8302,A1,Agosto 2023 - Diciembre 2023
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,0002-7162; 1552-3349,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN ACADEMY OF RELIGION,0002-7189; 1477-4585,A1,Agosto 2023 - Diciembre 2023
AMERICAN ANTHROPOLOGIST,0002-7294; 1548-1433,A1,Agosto 2023 - Diciembre 2023
AMERICAN ANTIQUITY,0002-7316; 2325-5064,A1,Agosto 2023 - Diciembre 2023
AMERICAN BEHAVIORAL SCIENTIST,0002-7642; 1552-3381,A1,Agosto 2023 - Diciembre 2023
AMERICAN BUSINESS LAW JOURNAL,0002-7766; 1744-1714,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN CERAMIC SOCIETY,0002-7820; 1551-2916,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,0002-7863; 1520-5126,A1,Agosto 2023 - Diciembre 2023
AMERICAN ECONOMIC REVIEW,0002-8282; 1944-7981,A1,Agosto 2023 - Diciembre 2023
AMERICAN EDUCATIONAL RESEARCH JOURNAL,0002-8312; 1935-1011,A1,Agosto 2023 - Diciembre 2023
AMERICAN FAMILY PHYSICIAN,0002-838X; 1532-0650,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614; 1532-5415,A1,Agosto 2023 - Diciembre 2023
AMERICAN HEART JOURNAL,0002-8703; 1097-6744,A1,Agosto 2023 - Diciembre 2023
AMERICAN HISTORICAL REVIEW,0002-8762; 1937-5239,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,0002-9092; 1467-8276,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF ARCHAEOLOGY,0002-9114; 1939-828X,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF BOTANY,0002-9122; 1537-2197,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF CARDIOLOGY,0002-9149; 1879-1913,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165; 1938-3207,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173; 1943-7722,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254; 1943-7749,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262; 1476-6256,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270; 1572-0241,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297; 1537-6605,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF INTERNATIONAL LAW,0002-9300; 2161-7953,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF MATHEMATICS,0002-9327; 1080-6377,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF MEDICINE,0002-9343; 1555-7162,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378; 1097-6868,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394; 1879-1891,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,0002-9432; 1939-0025,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF PATHOLOGY,0002-9440; 1525-2191,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,0002-9459; 1553-6467,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF PHILOLOGY,0002-9475; 1086-3168,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X; 1535-7228,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF SCIENCE,0002-9599; 1945-452X,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF SOCIOLOGY,0002-9602; 1537-5390,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF SURGERY,0002-9610; 1879-1883,A1,Agosto 2023 - Diciembre 2023
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637; 1476-1645,A1,Agosto 2023 - Diciembre 2023
AMERICAN LITERATURE,0002-9831; 1527-2117,A1,Agosto 2023 - Diciembre 2023
PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9939; 1088-6826,A1,Agosto 2023 - Diciembre 2023
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947; 1088-6850,A1,Agosto 2023 - Diciembre 2023
JAMA JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,0002-9955; 0098-7484; 1538-3598,A1,Agosto 2023 - Diciembre 2023
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0003-0007; 1520-0477,A1,Agosto 2023 - Diciembre 2023
AMERICAN MINERALOGIST,0003-004X; 1945-3027,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN MUSICOLOGICAL SOCIETY,0003-0139; 1547-3848,A1,Agosto 2023 - Diciembre 2023
AMERICAN NATURALIST,0003-0147; 1537-5323,A1,Agosto 2023 - Diciembre 2023
AMERICAN PHILOSOPHICAL QUARTERLY,0003-0481; 2152-1123,A1,Agosto 2023 - Diciembre 2023
AMERICAN POLITICAL SCIENCE REVIEW,0003-0554; 1537-5943,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN PSYCHOANALYTIC ASSOCIATION,0003-0651; 1941-2460,A1,Agosto 2023 - Diciembre 2023
AMERICAN PSYCHOLOGIST,0003-066X; 1935-990X,A1,Agosto 2023 - Diciembre 2023
AMERICAN QUARTERLY,0003-0678; 1080-6490,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE,0003-1062; 2327-9788,A1,Agosto 2023 - Diciembre 2023
AMERICAN SOCIOLOGICAL REVIEW,0003-1224; 1939-8271,A1,Agosto 2023 - Diciembre 2023
AMERICAN SPEECH,0003-1283; 1527-2133,A1,Agosto 2023 - Diciembre 2023
AMERICAN STATISTICIAN,0003-1305; 1537-2731,A1,Agosto 2023 - Diciembre 2023
ANAESTHESIA,0003-2409; 1365-2044,A1,Agosto 2023 - Diciembre 2023
ANALYSIS,0003-2638; 1467-8284,A1,Agosto 2023 - Diciembre 2023
ANALYST,0003-2654; 1364-5528,A1,Agosto 2023 - Diciembre 2023
ANALYTICA CHIMICA ACTA,0003-2670; 1873-4324,A1,Agosto 2023 - Diciembre 2023
ANALYTICAL CHEMISTRY,0003-2700; 1520-6882,A1,Agosto 2023 - Diciembre 2023
ANESTHESIA AND ANALGESIA,0003-2999; 1526-7598,A1,Agosto 2023 - Diciembre 2023
ANESTHESIOLOGY,0003-3022; 1528-1175,A1,Agosto 2023 - Diciembre 2023
ANGLE ORTHODONTIST,0003-3219; 1945-7103,A1,Agosto 2023 - Diciembre 2023
ANIMAL BEHAVIOUR,0003-3472; 1095-8282,A1,Agosto 2023 - Diciembre 2023
ANNALS OF APPLIED BIOLOGY,0003-4746; 1744-7348,A1,Agosto 2023 - Diciembre 2023
ANNALS OF INTERNAL MEDICINE,0003-4819; 1539-3704,A1,Agosto 2023 - Diciembre 2023
ANNALS OF MATHEMATICS,0003-486X; 1939-8980,A1,Agosto 2023 - Diciembre 2023
ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,0003-4894; 1943-572X,A1,Agosto 2023 - Diciembre 2023
ANNALS OF PHYSICS,0003-4916; 1096-035X,A1,Agosto 2023 - Diciembre 2023
ANNALS OF SURGERY,0003-4932; 1528-1140,A1,Agosto 2023 - Diciembre 2023
ANNALS OF THE RHEUMATIC DISEASES,0003-4967; 1468-2060,A1,Agosto 2023 - Diciembre 2023
ANNALS OF THORACIC SURGERY,0003-4975; 1552-6259,A1,Agosto 2023 - Diciembre 2023
ANTHROPOLOGICAL QUARTERLY,0003-5491; 1534-1518,A1,Agosto 2023 - Diciembre 2023
ANTHROPOLOGIE,0003-5521; 1873-5827,A1,Agosto 2023 - Diciembre 2023
ANTIKE KUNST,0003-5688,A1,Agosto 2023 - Diciembre 2023
ANTIQUARIES JOURNAL,0003-5815; 1758-5309,A1,Agosto 2023 - Diciembre 2023
ANTIQUITY,0003-598X; 1745-1744,A1,Agosto 2023 - Diciembre 2023
APEIRON A JOURNAL FOR ANCIENT PHILOSOPHY AND SCIENCE,0003-6390; 2156-7093,A1,Agosto 2023 - Diciembre 2023
APPLIED ACOUSTICS,0003-682X; 1872-910X,A1,Agosto 2023 - Diciembre 2023
APPLIED ERGONOMICS,0003-6870; 1872-9126,A1,Agosto 2023 - Diciembre 2023
APPLIED MECHANICS REVIEWS,0003-6900; 1088-8535; 2379-0407,A1,Agosto 2023 - Diciembre 2023
APPLIED PHYSICS LETTERS,0003-6951; 1077-3118,A1,Agosto 2023 - Diciembre 2023
APPLIED SPECTROSCOPY,0003-7028; 1943-3530,A1,Agosto 2023 - Diciembre 2023
ARCHAEOMETRY,0003-813X; 1475-4754,A1,Agosto 2023 - Diciembre 2023
ARCHITECTURAL DESIGN,0003-8504; 1554-2769,A1,Agosto 2023 - Diciembre 2023
ARCHITECTURAL SCIENCE REVIEW,0003-8628; 1758-9622,A1,Agosto 2023 - Diciembre 2023
ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,0003-9527; 1432-0673,A1,Agosto 2023 - Diciembre 2023
ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,0003-9861; 1096-0384,A1,Agosto 2023 - Diciembre 2023
ARCHIVES OF DISEASE IN CHILDHOOD,0003-9888; 1468-2044,A1,Agosto 2023 - Diciembre 2023
ARCHIVES OF PATHOLOGY Y LABORATORY MEDICINE,0003-9985; 1543-2165,A1,Agosto 2023 - Diciembre 2023
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,0003-9993; 1532-821X,A1,Agosto 2023 - Diciembre 2023
ARCHIVES OF SEXUAL BEHAVIOR,0004-0002; 1573-2800,A1,Agosto 2023 - Diciembre 2023
ARCHIVO ESPANOL DE ARTE,0004-0428; 1988-8511,A1,Agosto 2023 - Diciembre 2023
AREA,0004-0894; 1475-4762,A1,Agosto 2023 - Diciembre 2023
ART EDUCATION,0004-3125; 2325-5161,A1,Agosto 2023 - Diciembre 2023
ARTIFICIAL INTELLIGENCE,0004-3702; 1872-7921,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE ACM,0004-5411; 1557-735X,A1,Agosto 2023 - Diciembre 2023
ASTRONOMICAL JOURNAL,0004-6256; 1538-3881,A1,Agosto 2023 - Diciembre 2023
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,0004-6264; 2053-051X,A1,Agosto 2023 - Diciembre 2023
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,0004-6280; 1538-3873,A1,Agosto 2023 - Diciembre 2023
ASTRONOMY Y ASTROPHYSICS,0004-6361; 1432-0746,A1,Agosto 2023 - Diciembre 2023
ASTROPHYSICAL JOURNAL,0004-637X; 1538-4357,A1,Agosto 2023 - Diciembre 2023
AES JOURNAL OF THE AUDIO ENGINEERING SOCIETY,0004-7554; 1549-4950,A1,Agosto 2023 - Diciembre 2023
ORNITHOLOGY,0004-8038; 1938-4254; 2732-4613,A1,Agosto 2023 - Diciembre 2023
AUSTRALASIAN JOURNAL OF PHILOSOPHY,0004-8402; 1471-6828,A1,Agosto 2023 - Diciembre 2023
AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,0004-8674; 1440-1614,A1,Agosto 2023 - Diciembre 2023
AUSTRALIAN FORESTRY,0004-9158; 2325-6087,A1,Agosto 2023 - Diciembre 2023
AUSTRALIAN GEOGRAPHER,0004-9182; 1465-3311,A1,Agosto 2023 - Diciembre 2023
AUSTRALIAN PSYCHOLOGIST,0005-0067; 1742-9544,A1,Agosto 2023 - Diciembre 2023
AUTOMATICA,0005-1098; 1873-2836,A1,Agosto 2023 - Diciembre 2023
BIOCHIMICA ET BIOPHYSICA ACTA BIOENERGETICS,0005-2728; 1879-2650,A1,Agosto 2023 - Diciembre 2023
BIOCHIMICA ET BIOPHYSICA ACTA BIOMEMBRANES,0005-2736; 1879-2642,A1,Agosto 2023 - Diciembre 2023
BEHAVIOR THERAPY,0005-7894; 1878-1888,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,0005-7916; 1873-7943,A1,Agosto 2023 - Diciembre 2023
BEHAVIOUR RESEARCH AND THERAPY,0005-7967; 1873-622X,A1,Agosto 2023 - Diciembre 2023
BIBLICA,0006-0887,A1,Agosto 2023 - Diciembre 2023
BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS,0006-291X; 1090-2104,A1,Agosto 2023 - Diciembre 2023
BIOCHEMICAL PHARMACOLOGY,0006-2952; 1873-2968,A1,Agosto 2023 - Diciembre 2023
BIOCHEMISTRY,0006-2960; 1520-4995,A1,Agosto 2023 - Diciembre 2023
BIOLOGICAL CONSERVATION,0006-3207; 1873-2917,A1,Agosto 2023 - Diciembre 2023
BIOLOGICAL PSYCHIATRY,0006-3223; 1873-2402,A1,Agosto 2023 - Diciembre 2023
BIOLOGY OF REPRODUCTION,0006-3363; 1529-7268,A1,Agosto 2023 - Diciembre 2023
BIOMETRICS,0006-341X; 1541-0420,A1,Agosto 2023 - Diciembre 2023
BIOMETRIKA,0006-3444; 1464-3510,A1,Agosto 2023 - Diciembre 2023
BIOPHYSICAL JOURNAL,0006-3495; 1542-0086,A1,Agosto 2023 - Diciembre 2023
BIOSCIENCE,0006-3568; 1525-3244,A1,Agosto 2023 - Diciembre 2023
BIOTECHNOLOGY AND BIOENGINEERING,0006-3592; 1097-0290,A1,Agosto 2023 - Diciembre 2023
BIOTROPICA,0006-3606; 1744-7429,A1,Agosto 2023 - Diciembre 2023
BLOOD,0006-4971; 1528-0020,A1,Agosto 2023 - Diciembre 2023
BOGOSLOVNI VESTNIK THEOLOGICAL QUARTERLY EPHEMERIDES THEOLOGICAE,0006-5722; 1581-2987,A1,Agosto 2023 - Diciembre 2023
BOSTON UNIVERSITY LAW REVIEW,0006-8047,A1,Agosto 2023 - Diciembre 2023
BOTANICAL REVIEW,0006-8101; 1874-9372,A1,Agosto 2023 - Diciembre 2023
BOUNDARY LAYER METEOROLOGY,0006-8314; 1573-1472,A1,Agosto 2023 - Diciembre 2023
BRAIN,0006-8950; 1460-2156,A1,Agosto 2023 - Diciembre 2023
BRITISH FOOD JOURNAL,0007-070X; 1758-4108,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0007-0874; 1474-001X,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,0007-0882; 1464-3537,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF AESTHETICS,0007-0904; 1468-2842,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF ANAESTHESIA,0007-0912; 1471-6771,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF CANCER,0007-0920; 1532-1827,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF CRIMINOLOGY,0007-0955; 1464-3529,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF DERMATOLOGY,0007-0963; 1365-2133,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,0007-0998; 2044-8279,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF EDUCATIONAL STUDIES,0007-1005; 1467-8527,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,0007-1013; 1467-8535,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF HAEMATOLOGY,0007-1048; 1365-2141,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF INDUSTRIAL RELATIONS,0007-1080; 1467-8543,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF MATHEMATICAL Y STATISTICAL PSYCHOLOGY,0007-1102; 2044-8317,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF NUTRITION,0007-1145; 1475-2662,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF OPHTHALMOLOGY,0007-1161; 1468-2079,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF PHARMACOLOGY,0007-1188; 1476-5381,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF POLITICAL SCIENCE,0007-1234; 1469-2112,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF PSYCHIATRY,0007-1250; 1472-1465,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF PSYCHOLOGY,0007-1269; 2044-8295,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF SOCIOLOGY,0007-1315; 1468-4446,A1,Agosto 2023 - Diciembre 2023
BRITISH JOURNAL OF SURGERY,0007-1323; 1365-2168,A1,Agosto 2023 - Diciembre 2023
BRITISH MEDICAL BULLETIN,0007-1420; 1471-8391,A1,Agosto 2023 - Diciembre 2023
JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,0007-1773; 2332-0486,A1,Agosto 2023 - Diciembre 2023
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,0007-2303; 1533-4465,A1,Agosto 2023 - Diciembre 2023
BULLETIN OF INDONESIAN ECONOMIC STUDIES,0007-4918; 1472-7234,A1,Agosto 2023 - Diciembre 2023
BULLETIN OF THE COMEDIANTES,0007-5108; 1944-0928,A1,Agosto 2023 - Diciembre 2023
BULLETIN OF THE HISTORY OF MEDICINE,0007-5140; 1086-3176,A1,Agosto 2023 - Diciembre 2023
BUSINESS Y SOCIETY,0007-6503; 1552-4205,A1,Agosto 2023 - Diciembre 2023
BUSINESS HISTORY,0007-6791; 1743-7938,A1,Agosto 2023 - Diciembre 2023
BUSINESS HISTORY REVIEW,0007-6805; 2044-768X,A1,Agosto 2023 - Diciembre 2023
BUSINESS HORIZONS,0007-6813; 1873-6068,A1,Agosto 2023 - Diciembre 2023
BYZANTINISCHE ZEITSCHRIFT,0007-7704; 1868-9027,A1,Agosto 2023 - Diciembre 2023
CIRP ANNALS MANUFACTURING TECHNOLOGY,0007-8506; 1726-0604,A1,Agosto 2023 - Diciembre 2023
CA A CANCER JOURNAL FOR CLINICIANS,0007-9235; 1542-4863,A1,Agosto 2023 - Diciembre 2023
CALCOLO,0008-0624; 1126-5434,A1,Agosto 2023 - Diciembre 2023
CALIFORNIA LAW REVIEW,0008-1221; 1942-6542,A1,Agosto 2023 - Diciembre 2023
CALIFORNIA MANAGEMENT REVIEW,0008-1256; 2162-8564,A1,Agosto 2023 - Diciembre 2023
CANADIAN ETHNIC STUDIES ETUDES ETHNIQUES AU CANADA,0008-3496; 1913-8253,A1,Agosto 2023 - Diciembre 2023
CANADIAN GEOTECHNICAL JOURNAL,0008-3674; 1208-6010,A1,Agosto 2023 - Diciembre 2023
CANADIAN HISTORICAL REVIEW,0008-3755; 1710-1093,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF AFRICAN STUDIES,0008-3968; 1923-3051,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS REVUE CANADIENNE D AGROECONOMIE,0008-3976; 1744-7976,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,0008-400X; 1879-2669,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF LINGUISTICS REVUE CANADIENNE DE LINGUISTIQUE,0008-4131; 1710-1115,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF MATHEMATICS JOURNAL CANADIEN DE MATHEMATIQUES,0008-414X; 1496-4279,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF POLITICAL SCIENCE REVUE CANADIENNE DE SCIENCE POLITIQUE,0008-4239; 1744-9324,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF PUBLIC HEALTH REVUE CANADIENNE DE SANTE PUBLIQUE,0008-4263; 1920-7476,A1,Agosto 2023 - Diciembre 2023
STUDIES IN RELIGION SCIENCES RELIGIEUSES,0008-4298; 2042-0587,A1,Agosto 2023 - Diciembre 2023
CANADIAN JOURNAL OF ZOOLOGY,0008-4301; 1480-3283,A1,Agosto 2023 - Diciembre 2023
CMAJ,0008-4409; 0820-3946; 1488-2329,A1,Agosto 2023 - Diciembre 2023
CANADIAN MODERN LANGUAGE REVIEW REVUE CANADIENNE DES LANGUES VIVANTES,0008-4506; 1710-1131,A1,Agosto 2023 - Diciembre 2023
CANADIAN SLAVONIC PAPERS,0008-5006; 2375-2475,A1,Agosto 2023 - Diciembre 2023
CANCER,0008-543X; 1097-0142,A1,Agosto 2023 - Diciembre 2023
CANCER RESEARCH,0008-5472; 1538-7445,A1,Agosto 2023 - Diciembre 2023
CARBON,0008-6223; 1873-3891,A1,Agosto 2023 - Diciembre 2023
CARDIOVASCULAR RESEARCH,0008-6363; 1755-3245,A1,Agosto 2023 - Diciembre 2023
CARIES RESEARCH,0008-6568; 1421-976X,A1,Agosto 2023 - Diciembre 2023
CEMENT AND CONCRETE RESEARCH,0008-8846; 1873-3948,A1,Agosto 2023 - Diciembre 2023
CENTAURUS,0008-8994; 1600-0498,A1,Agosto 2023 - Diciembre 2023
CHAUCER REVIEW,0009-2002; 1528-4204,A1,Agosto 2023 - Diciembre 2023
CHEMICAL ENGINEERING SCIENCE,0009-2509; 1873-4405,A1,Agosto 2023 - Diciembre 2023
CHEMICAL GEOLOGY,0009-2541; 1872-6836,A1,Agosto 2023 - Diciembre 2023
CHEMICAL REVIEWS,0009-2665; 1520-6890,A1,Agosto 2023 - Diciembre 2023
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,0009-2673; 1348-0634,A1,Agosto 2023 - Diciembre 2023
CHEMICO BIOLOGICAL INTERACTIONS,0009-2797; 1872-7786,A1,Agosto 2023 - Diciembre 2023
CHILD DEVELOPMENT,0009-3920; 1467-8624,A1,Agosto 2023 - Diciembre 2023
CHILD PSYCHIATRY Y HUMAN DEVELOPMENT,0009-398X; 1573-3327,A1,Agosto 2023 - Diciembre 2023
CIRCULATION,0009-7322; 1524-4539,A1,Agosto 2023 - Diciembre 2023
CIRCULATION RESEARCH,0009-7330; 1524-4571,A1,Agosto 2023 - Diciembre 2023
CLASSICAL PHILOLOGY,0009-837X; 1546-072X,A1,Agosto 2023 - Diciembre 2023
CLASSICAL QUARTERLY,0009-8388; 1471-6844,A1,Agosto 2023 - Diciembre 2023
CLINICA CHIMICA ACTA,0009-8981; 1873-3492,A1,Agosto 2023 - Diciembre 2023
CLINICAL CHEMISTRY,0009-9147; 1530-8561,A1,Agosto 2023 - Diciembre 2023
